python-mako 1.2.4-3
python-markdown 3.4.4-1
python-markupsafe 2.1.3-1
python-matplotlib 3.7.2-1
python-numpy 1.25.1-1
python-packaging 23.1-1
python-peewee 3.16.2-2
python-pillow 10.0.0-2
python-pip 23.2.1-1
python-ply 3.11-12
python-psutil 5.9.5-1
python-py3nvml 0.2.7-1.3
python-pycparser 2.21-5
python-pyparsing 3.0.9-3
python-pyxdg 0.28-2
python-requests 2.28.2-4
python-rx 3.2.0-4
python-six 1.16.0-8
python-typing_extensions 4.7.1-1
python-urllib3 1.26.15-1
python-wheel 0.40.0-3
python-xcffib 1.2.0-2
python-xlib 0.33-2
qca-qt5 2.3.7-1
qhull 2020.2-4
qrencode 4.1.1-2
qt5-base 5.15.10+kde+r139-1
qt5-charts 5.15.10-1
qt5-declarative 5.15.10+kde+r29-1
qt5-graphicaleffects 5.15.10-1
qt5-location 5.15.10+kde+r4-2
qt5-multimedia 5.15.10+kde+r3-1
qt5-quickcontrols 5.15.10-1
qt5-quickcontrols2 5.15.10+kde+r6-1
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-translations 5.15.10-1
qt5-wayland 5.15.10+kde+r52-1
qt5-webchannel 5.15.10+kde+r3-1
qt5-webengine 5.15.14-4
qt5-x11extras 5.15.10-1
qt5ct 1.7-1
qt6-base 6.5.2-1
qt6-svg 6.5.2-1
qt6-translations 6.5.2-1
qtermwidget 1.3.0-2
qtile 0.22.1-4
raptor 2.0.16-3
rate-mirrors 0.16.4-1
rav1e 0.6.6-1
re2 1:20230301-1
readline 8.2.001-2
realtime-privileges 4-2
reflector 2023-1
reflector-simple 3.3-1
reiserfsprogs 3.6.27-4
rnnoise 0.4.1-1
rofi 1.7.5-1
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rsync 3.2.7-4
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.3.0-1
rust 1:1.71.0-1
sbc 2.0-1
scrot 1.10-1
sddm 0.20.0-1
sdl2 2.28.1-1
seatd 0.8.0-1
sed 4.9-3
serd 0.30.16-1
serf 1.3.9-8
shaderc 2023.4-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
signon-kwallet-extension 23.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
slang 2.3.3-2
smbclient 4.18.5-2
snap-pac 3.0.1-2
snapper 0.10.5-1
snapper-support 1.1.2-2.2
snapper-tools 1.1.3-1
snappy 1.1.9-2
sof-firmware 2.2.6-1
solid 5.108.0-1
sonnet 5.108.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
sox 14.4.2+r182+g42b3557e-3
spandsp 0.0.6-5
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.4-1
sqlite 3.42.0-1
sratom 0.6.14-1
srt 1.5.2-1
sshfs 3.7.3-1
sstp-client 1:1.0.18-1
stacer 1.1.0-1.4
starship 1.16.0-1
startup-notification 0.12-8
steam 1.0.0.78-1
stoken 0.92-4
strongswan 5.9.11-1
sublime-merge 2083-1
sublime-text-4 4.4143-4.2
subversion 1.14.2-8
sudo 1.9.14.p3-1
suitesparse 7.1.0-2
svt-av1 1.6.0-1
svt-hevc 1.5.1-2
syntax-highlighting 5.108.0-1
systemd 254-1
systemd-libs 254-1
systemd-oomd-defaults 253.5-1
systemd-sysvcompat 254-1
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-1
tcl 8.6.13-1
tdb 1.4.9-1
tealdeer 1.6.1-1
terminus-font 4.49.1-5
tevent 1:0.15.0-1
texinfo 7.0.3-1
thin-provisioning-tools 1.0.5-1
threadweaver 5.108.0-1
tlp 1.5.0-6
tpm2-tss 4.0.1-1
traceroute 2.1.2-1
tracker3 3.5.3-2
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-4
ttf-fantasque-nerd 3.0.2-1
ttf-fantasque-sans-mono 1.8.0-2
ttf-fira-sans 1:4.301-2
ttf-font-awesome 6.4.0-1
ttf-liberation 2.1.5-1
ttf-opensans 1.101-2
tumbler 4.18.1-1
twolame 0.4.0-3
tzdata 2023c-2
uchardet 0.0.8-1
udisks2 2.9.4-4
ufw 0.36.2-2
unace 2.5-11
unarchiver 1.10.7-9
unarj 2.65-1
unixodbc 2.3.11-1
unrar 1:6.2.9-1
unzip 6.0-19
update-grub 0.0.1-8
upower 1.90.2-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbutils 015-3
util-linux 2.39.1-1
util-linux-libs 2.39.1-1
v4l-utils 1.24.1-2
vdpauinfo 1.5-1
vi 1:070224-6
vid.stab 1.1.1-1
vmaf 2.3.1-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vulkan-headers 1:1.3.257-1
vulkan-icd-loader 1.3.255-1
vulkan-intel 23.1.4-2
vulkan-mesa-layers 23.1.4-2
vulkan-radeon 23.1.4-2
vulkan-swrast 23.1.4-2
vulkan-tools 1.3.255-1
wavpack 5.6.0-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webcord 4.3.0-1
webkit2gtk 2.40.5-1
webrtc-audio-processing 0.3.1-3
wget 1.21.4-1
which 2.21-6
whois 5.5.18-1
wildmidi 0.4.5-2
wireguard-tools 1.0.20210914-1
wireless-regdb 2023.05.03-1
wireless_tools 30.pre9-3
wireplumber 0.4.14-1
wlroots0.15 0.15.1-2
wmctrl 1.07-6
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wqy-zenhei 0.9.45-9
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xarchiver 0.5.4.21-1
xautolock 2.2-6
xbindkeys 1.8.7-4
xcape 1.2-4
xcb-proto 1.15.2-3
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-errors 1.0.1-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-4
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-3
xdg-desktop-portal-gtk 1.14.1-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-elographics 1.4.3-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.3.0-1
xf86-input-void 1.4.2-1
xf86-input-wacom 1.2.0-1
xf86-video-amdgpu 23.0.0-1
xf86-video-ati 1:22.0.0-1
xf86-video-nouveau 1.0.17-2
xfsprogs 6.4.0-1
xkeyboard-config 2.39-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.8-2
xorg-server-common 21.1.8-2
xorg-server-xephyr 21.1.8-2
xorg-setxkbmap 1.3.4-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xdpyinfo 1.3.4-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xkill 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xwininfo 1.1.6-1
xorgproto 2023.2-1
xsel 1.2.1-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.4.3-1
yad 13.0-1
zbar 0.23.90-3
zenity 3.44.1-1
zeromq 4.3.4-4
zimg 3.0.5-1
zip 3.0-10
zlib 1:1.2.13-3
zram-generator 1.1.2-1
zstd 1.5.5-1
zvbi 0.2.41-1
zxing-cpp 2.1.0-1
